OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,Has_Coupon,Order_Month,Is_Weekend,AvgPricePerCartItem,QuantityToCartRatio,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200019,2023-01-23,C14552,5,224.0,273 Main St,TRK59101365,9,SAVE10,1120.0,1,1,0,124.44444444444444,0.5555555555555556,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ORD200020,2023-05-08,C54829,5,62.51,587 Main St,TRK16718651,9,WINTER15,312.55,1,5,0,34.72777777777778,0.5555555555555556,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200021,2024-11-17,C99023,4,342.95,569 Main St,TRK52646983,6,NO_COUPON,1371.8,0,11,1,228.63333333333333,0.6666666666666666,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
ORD200022,2023-01-29,C34416,2,49.62,633 Main St,TRK75937350,2,SAVE10,99.24,1,1,1,49.62,1.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ORD200023,2025-04-09,C42372,4,273.25,755 Main St,TRK36168083,5,FREESHIP,1093.0,1,4,0,218.6,0.8,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
ORD200024,2024-10-30,C17470,2,230.95,956 Main St,TRK28775057,3,WINTER15,461.9,1,10,0,153.96666666666667,0.6666666666666666,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
ORD200025,2024-07-24,C42577,1,399.98,709 Main St,TRK69423327,3,WINTER15,399.98,1,7,0,133.32666666666668,0.3333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
ORD200026,2024-03-06,C21944,5,59.55,296 Main St,TRK80276812,6,NO_COUPON,297.75,0,3,0,49.625,0.8333333333333334,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
ORD200027,2024-02-22,C97593,1,472.74,881 Main St,TRK89117573,6,WINTER15,472.74,1,2,0,78.79,0.16666666666666666,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
ORD200028,2023-11-21,C59823,4,160.07,568 Main St,TRK65895539,5,NO_COUPON,640.28,0,11,0,128.05599999999998,0.8,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ORD200029,2024-09-20,C33260,3,423.53,930 Main St,TRK59744090,6,SAVE10,1270.59,1,9,0,211.765,0.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
ORD200030,2025-03-22,C44267,2,426.7,895 Main St,TRK54751444,5,SAVE10,853.4,1,3,1,170.68,0.4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
ORD200031,2023-06-30,C26445,3,500.08,996 Main St,TRK31229981,6,NO_COUPON,1500.24,0,6,0,250.04,0.5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200032,2023-05-01,C12388,5,536.72,830 Main St,TRK99261395,10,NO_COUPON,2683.6,0,5,0,268.36,0.5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
ORD200033,2023-06-05,C52184,1,162.77,912 Main St,TRK73312471,4,WINTER15,162.77,1,6,0,40.6925,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200034,2023-01-07,C67195,4,576.52,926 Main St,TRK55467915,5,WINTER15,2306.08,1,1,1,461.216,0.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
ORD200035,2024-12-07,C50304,2,465.15,128 Main St,TRK46850888,2,SAVE10,930.3,1,12,1,465.15,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200036,2025-05-08,C59337,2,534.43,465 Main St,TRK50961250,5,NO_COUPON,1068.86,0,5,0,213.772,0.4,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
ORD200037,2024-10-14,C10054,2,76.74,409 Main St,TRK94005261,7,SAVE10,153.48,1,10,0,21.925714285714285,0.2857142857142857,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ORD200038,2024-12-19,C15924,1,245.89,549 Main St,TRK14835975,3,SAVE10,245.89,1,12,0,81.96333333333332,0.3333333333333333,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
ORD200039,2025-02-27,C96664,3,256.46,666 Main St,TRK85508960,4,SAVE10,769.38,1,2,0,192.345,0.75,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
ORD200040,2023-08-20,C84766,2,344.02,267 Main St,TRK78967923,4,FREESHIP,688.04,1,8,1,172.01,0.5,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD200041,2023-12-05,C20212,3,611.45,657 Main St,TRK69733327,4,FREESHIP,1834.35,1,12,0,458.5875,0.75,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200042,2024-05-06,C28712,2,151.66,980 Main St,TRK40772558,6,NO_COUPON,303.32,0,5,0,50.553333333333335,0.3333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
ORD200043,2023-12-14,C60572,3,499.21,871 Main St,TRK20351666,8,NO_COUPON,1497.63,0,12,0,187.20375,0.375,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ORD200044,2025-04-21,C73225,2,550.18,996 Main St,TRK73848522,3,FREESHIP,1100.36,1,4,0,366.78666666666663,0.6666666666666666,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
ORD200045,2024-02-10,C17388,1,317.25,157 Main St,TRK47077395,1,SAVE10,317.25,1,2,1,317.25,1.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200046,2024-06-26,C43212,4,550.14,223 Main St,TRK25100762,4,FREESHIP,2200.56,1,6,0,550.14,1.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200047,2023-07-19,C38134,2,209.94,323 Main St,TRK42450754,3,FREESHIP,419.88,1,7,0,139.96,0.6666666666666666,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
ORD200048,2023-08-26,C12408,2,80.77,464 Main St,TRK38938858,4,NO_COUPON,161.54,0,8,1,40.385,0.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD200049,2023-10-07,C11985,1,30.44,633 Main St,TRK53272402,1,SAVE10,30.44,1,10,1,30.44,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
ORD200050,2023-07-31,C96494,1,179.22,446 Main St,TRK14675049,6,FREESHIP,179.22,1,7,0,29.87,0.16666666666666666,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
ORD200051,2024-12-30,C36778,1,388.33,434 Main St,TRK67610289,2,SAVE10,388.33,1,12,0,194.165,0.5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
ORD200052,2024-09-08,C30513,1,586.44,232 Main St,TRK64320429,5,SAVE10,586.44,1,9,1,117.28800000000001,0.2,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
ORD200053,2024-05-18,C67551,4,488.78,512 Main St,TRK94992552,5,FREESHIP,1955.12,1,5,1,391.024,0.8,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
ORD200054,2025-03-27,C48120,1,280.25,623 Main St,TRK11014449,5,WINTER15,280.25,1,3,0,56.05,0.2,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ORD200055,2025-06-24,C95984,3,344.4,565 Main St,TRK67434829,3,NO_COUPON,1033.2,0,6,0,344.40000000000003,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200056,2023-05-21,C54298,3,479.21,566 Main St,TRK62902341,5,WINTER15,1437.63,1,5,1,287.526,0.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
ORD200057,2023-01-22,C88036,5,314.27,842 Main St,TRK52470128,6,SAVE10,1571.35,1,1,1,261.89166666666665,0.8333333333333334,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
ORD200058,2023-01-15,C60190,4,474.69,202 Main St,TRK70857868,6,SAVE10,1898.76,1,1,1,316.46,0.6666666666666666,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
ORD200059,2024-09-11,C97603,4,593.27,811 Main St,TRK47055028,5,NO_COUPON,2373.08,0,9,0,474.616,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200060,2024-08-21,C39256,1,417.1,634 Main St,TRK23412025,3,FREESHIP,417.1,1,8,0,139.03333333333333,0.3333333333333333,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200061,2024-03-24,C61618,4,122.2,104 Main St,TRK43458485,7,FREESHIP,488.8,1,3,1,69.82857142857144,0.5714285714285714,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
ORD200062,2023-08-22,C36497,2,43.15,691 Main St,TRK12102911,3,WINTER15,86.3,1,8,0,28.766666666666666,0.6666666666666666,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
ORD200063,2025-02-02,C96695,1,564.86,813 Main St,TRK64283851,6,WINTER15,564.86,1,2,1,94.14333333333333,0.16666666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ORD200064,2025-06-25,C49720,3,130.61,752 Main St,TRK55785217,4,FREESHIP,391.83,1,6,0,97.9575,0.75,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
ORD200065,2023-12-30,C97735,5,81.7,385 Main St,TRK13743703,6,NO_COUPON,408.5,0,12,1,68.08333333333333,0.8333333333333334,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200066,2024-11-15,C18104,5,127.18,715 Main St,TRK15488568,9,SAVE10,635.9,1,11,0,70.65555555555555,0.5555555555555556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ORD200067,2024-12-09,C25587,4,12.1,440 Main St,TRK55105323,8,NO_COUPON,48.4,0,12,0,6.05,0.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
ORD200068,2023-12-11,C41598,3,490.92,709 Main St,TRK81665940,5,FREESHIP,1472.76,1,12,0,294.552,0.6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
ORD200069,2023-05-11,C43338,3,478.65,552 Main St,TRK35241775,4,NO_COUPON,1435.95,0,5,0,358.9875,0.75,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
ORD200070,2023-05-26,C25123,1,629.21,384 Main St,TRK27812282,2,FREESHIP,629.21,1,5,0,314.605,0.5,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200071,2025-06-10,C37454,3,434.45,923 Main St,TRK28252730,4,NO_COUPON,1303.35,0,6,0,325.8375,0.75,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
ORD200072,2024-12-22,C19451,4,589.44,942 Main St,TRK87787793,5,NO_COUPON,2357.76,0,12,1,471.552,0.8,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
ORD200073,2023-05-03,C17269,4,433.45,129 Main St,TRK79608389,4,NO_COUPON,1733.8,0,5,0,433.45,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
ORD200074,2023-06-24,C25382,5,90.87,622 Main St,TRK64691287,5,NO_COUPON,454.35,0,6,1,90.87,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200075,2023-09-26,C80651,3,398.17,917 Main St,TRK14846720,5,SAVE10,1194.51,1,9,0,238.902,0.6,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
ORD200076,2024-03-31,C58638,4,382.88,239 Main St,TRK38224871,6,WINTER15,1531.52,1,3,1,255.25333333333333,0.6666666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ORD200077,2024-05-24,C50121,1,583.18,348 Main St,TRK79810059,5,NO_COUPON,583.18,0,5,0,116.636,0.2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
ORD200078,2024-08-06,C32029,4,175.36,146 Main St,TRK68535532,4,FREESHIP,701.44,1,8,0,175.36,1.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
ORD200079,2025-03-10,C76700,2,311.91,103 Main St,TRK13036341,2,NO_COUPON,623.82,0,3,0,311.91,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
ORD200080,2023-06-27,C29041,3,589.56,591 Main St,TRK28840655,6,NO_COUPON,1768.68,0,6,0,294.78000000000003,0.5,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
ORD200081,2023-06-08,C29314,2,394.3,496 Main St,TRK59876213,6,FREESHIP,788.6,1,6,0,131.43333333333334,0.3333333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ORD200082,2024-01-05,C65799,4,565.2,971 Main St,TRK66906607,9,SAVE10,2260.8,1,1,0,251.20000000000002,0.4444444444444444,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
ORD200083,2023-08-22,C15681,4,540.41,989 Main St,TRK75112172,6,NO_COUPON,2161.64,0,8,0,360.2733333333333,0.6666666666666666,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ORD200084,2023-08-28,C64160,2,165.49,967 Main St,TRK34121529,4,WINTER15,330.98,1,8,0,82.745,0.5,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
ORD200085,2024-09-09,C14553,3,146.73,768 Main St,TRK93538334,8,FREESHIP,440.19,1,9,0,55.02375,0.375,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
ORD200086,2024-06-19,C88205,5,643.03,447 Main St,TRK93504166,5,FREESHIP,3215.15,1,6,0,643.03,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
ORD200087,2024-10-10,C91245,3,225.11,915 Main St,TRK46976391,4,SAVE10,675.33,1,10,0,168.8325,0.75,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
ORD200088,2025-06-05,C75439,3,114.81,318 Main St,TRK19831653,7,NO_COUPON,344.43,0,6,0,49.20428571428572,0.42857142857142855,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
ORD200089,2025-02-25,C17181,5,455.33,291 Main St,TRK78912978,8,FREESHIP,2276.65,1,2,0,284.58125,0.625,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
ORD200090,2023-09-18,C36540,4,182.08,611 Main St,TRK35828122,4,SAVE10,728.32,1,9,0,182.08,1.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD200091,2023-03-15,C98216,5,492.75,196 Main St,TRK40986666,6,WINTER15,2463.75,1,3,0,410.625,0.8333333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ORD200092,2024-06-10,C29568,4,48.61,203 Main St,TRK46531075,7,FREESHIP,194.44,1,6,0,27.777142857142856,0.5714285714285714,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200093,2023-01-14,C97262,4,431.01,837 Main St,TRK65990229,7,NO_COUPON,1724.04,0,1,1,246.29142857142855,0.5714285714285714,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ORD200094,2023-02-11,C79821,1,531.18,781 Main St,TRK12780193,6,WINTER15,531.18,1,2,1,88.52999999999999,0.16666666666666666,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
ORD200095,2023-03-24,C76761,4,117.51,839 Main St,TRK60179774,7,NO_COUPON,470.04,0,3,0,67.14857142857143,0.5714285714285714,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200096,2024-06-01,C93007,2,232.83,103 Main St,TRK85696091,7,NO_COUPON,465.66,0,6,1,66.52285714285715,0.2857142857142857,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
ORD200097,2025-01-21,C15624,5,619.52,922 Main St,TRK40621141,9,NO_COUPON,3097.6,0,1,0,344.17777777777775,0.5555555555555556,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
ORD200098,2023-01-14,C70921,2,228.54,533 Main St,TRK54983109,3,NO_COUPON,457.08,0,1,1,152.35999999999999,0.6666666666666666,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
ORD200099,2025-04-12,C30477,1,201.58,717 Main St,TRK51829648,2,WINTER15,201.58,1,4,1,100.79,0.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ORD200100,2023-02-17,C74866,3,664.79,743 Main St,TRK53783265,6,NO_COUPON,1994.37,0,2,0,332.395,0.5,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD200101,2023-11-25,C15283,1,381.02,152 Main St,TRK19286291,6,NO_COUPON,381.02,0,11,1,63.50333333333333,0.16666666666666666,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
ORD200102,2023-03-08,C18037,2,70.34,944 Main St,TRK47362236,3,FREESHIP,140.68,1,3,0,46.89333333333334,0.6666666666666666,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ORD200103,2025-01-25,C62656,4,218.43,514 Main St,TRK86296459,9,SAVE10,873.72,1,1,1,97.08,0.4444444444444444,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ORD200104,2024-07-30,C65744,1,582.04,647 Main St,TRK39906058,1,FREESHIP,582.04,1,7,0,582.04,1.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD200105,2024-10-24,C72290,3,185.4,810 Main St,TRK68792129,7,NO_COUPON,556.2,0,10,0,79.45714285714287,0.42857142857142855,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
ORD200106,2023-09-08,C73514,3,465.05,126 Main St,TRK96777924,3,SAVE10,1395.15,1,9,0,465.05,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ORD200107,2023-03-27,C16775,5,670.75,848 Main St,TRK34392124,8,FREESHIP,3330.4075,1,3,0,416.3009375,0.625,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
ORD200108,2024-12-28,C33099,5,48.38,522 Main St,TRK28522330,9,WINTER15,241.9,1,12,1,26.87777777777778,0.5555555555555556,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD200109,2023-09-17,C51157,3,592.87,131 Main St,TRK18674578,3,FREESHIP,1778.61,1,9,1,592.87,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
ORD200110,2024-04-21,C74562,1,220.77,388 Main St,TRK32062079,5,FREESHIP,220.77,1,4,1,44.154,0.2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
ORD200111,2025-05-07,C95271,3,309.22,620 Main St,TRK74904969,7,FREESHIP,927.66,1,5,0,132.52285714285713,0.42857142857142855,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ORD200112,2023-01-01,C81366,1,410.6,423 Main St,TRK17062206,2,WINTER15,410.6,1,1,1,205.3,0.5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
ORD200113,2024-01-17,C65905,5,190.08,605 Main St,TRK73954365,9,FREESHIP,950.4,1,1,0,105.6,0.5555555555555556,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
ORD200114,2025-01-27,C77272,5,498.48,115 Main St,TRK29708128,8,SAVE10,2492.4,1,1,0,311.55,0.625,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ORD200115,2023-11-27,C32580,5,374.99,122 Main St,TRK23670394,9,SAVE10,1874.95,1,11,0,208.32777777777778,0.5555555555555556,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200116,2023-03-19,C47761,4,291.35,109 Main St,TRK66669207,6,WINTER15,1165.4,1,3,1,194.23333333333335,0.6666666666666666,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
ORD200117,2023-03-08,C49187,1,535.5,593 Main St,TRK81888598,5,WINTER15,535.5,1,3,0,107.1,0.2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
ORD200118,2023-10-09,C27898,5,502.71,807 Main St,TRK61957665,7,FREESHIP,2513.55,1,10,0,359.0785714285715,0.7142857142857143,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
ORD200119,2025-06-11,C14683,2,534.67,187 Main St,TRK47373682,7,FREESHIP,1069.34,1,6,0,152.76285714285714,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ORD200120,2023-04-11,C58108,4,629.34,986 Main St,TRK66218053,4,WINTER15,2517.36,1,4,0,629.34,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
ORD200121,2023-11-30,C89822,1,410.78,673 Main St,TRK24138598,1,FREESHIP,410.78,1,11,0,410.78,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ORD200122,2024-04-15,C96787,2,533.02,588 Main St,TRK30422853,2,NO_COUPON,1066.04,0,4,0,533.02,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
ORD200123,2023-07-06,C86064,3,278.04,727 Main St,TRK62182901,5,NO_COUPON,834.12,0,7,0,166.824,0.6,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD200124,2024-07-28,C97148,4,283.79,563 Main St,TRK85321126,8,NO_COUPON,1135.16,0,7,1,141.895,0.5,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
ORD200125,2024-11-06,C91099,2,512.65,758 Main St,TRK81846174,5,SAVE10,1025.3,1,11,0,205.06,0.4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
ORD200126,2025-05-03,C55606,4,275.5,353 Main St,TRK68250319,8,FREESHIP,1102.0,1,5,1,137.75,0.5,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
ORD200127,2023-08-10,C71486,3,469.32,365 Main St,TRK73929833,3,NO_COUPON,1407.96,0,8,0,469.32,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD200128,2023-02-17,C86408,4,21.07,244 Main St,TRK41432648,4,FREESHIP,84.28,1,2,0,21.07,1.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
